n,gamma,gamma_dps,source
325,463.604752415830,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
326,463.978674161934,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
327,465.343832911808,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
328,466.726573092334,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
329,468.448664810618,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
330,469.158857398639,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
331,470.287125595125,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
332,471.629920983835,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
333,472.452455387089,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
334,473.387149029717,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
335,474.645084165178,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
336,476.413118601802,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
337,477.086028913592,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
338,479.029199856923,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
339,479.397399750526,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
340,480.644243324571,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
341,481.645003952002,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
342,482.944800252098,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
343,483.794626820111,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
344,485.412781185815,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
345,486.822151673585,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
346,487.833171011941,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
347,488.806150414169,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
348,489.766281039969,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
349,491.070330632695,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
350,492.107637911826,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
351,492.834775780116,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
352,495.013420762541,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
353,495.883345489982,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
354,496.742536079705,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
355,498.351512093401,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
356,498.924013896605,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
357,500.156392642679,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
358,501.012730624683,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
359,502.538024822396,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
360,503.813553181904,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
361,505.221533937775,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
362,506.016591965456,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
363,507.389099012165,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
364,508.203118801750,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
365,509.013551682515,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
366,510.673742477348,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
367,511.348064517480,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
368,513.020293206924,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
369,514.468974953505,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
370,515.304217694276,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
371,516.086082303006,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
372,517.454404967840,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
373,518.679457557756,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
374,519.110018376818,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
375,520.762433719977,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
376,522.273360479461,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
377,523.443104957283,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
378,524.252099457398,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
379,525.474818404341,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
380,526.539841490712,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
381,527.592583496374,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
382,528.262503725704,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
383,530.022610005663,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
384,531.345648371676,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
385,532.232306193382,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
386,533.684664285494,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
387,534.783291041203,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
388,535.077318870912,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
389,536.786232197594,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
390,537.597789665046,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
391,538.823099924831,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
392,540.408352200658,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
393,541.529179678855,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
394,542.719632280079,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
395,543.329992655782,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
396,544.719584417209,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
397,545.540824011994,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
398,546.954129695066,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
399,547.514148936416,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
400,549.886372786412,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
